gene	outcome	accessions	matched_by	uniprot_primary_symbol
UAP1	member	Q16222	primary	UAP1
UBA1	member	P22314	primary	UBA1
UBA2	member	Q9UBT2	primary	UBA2
UBA3	member	Q8TBC4	primary	UBA3
UBA52	member	P62987	primary	UBA52
UBA6	member	A0AVT1	primary	UBA6
UBA7	member	P41226	primary	UBA7
UBAC1	member	Q9BSL1	primary	UBAC1
UBAP2	member	Q5T6F2	primary	UBAP2
UBAP2L	member	Q14157	primary	UBAP2L
UBB	member	P0CG47	primary	UBB
UBC	member	P0CG48	primary	UBC
UBE2B	member	P63146	primary	UBE2B
UBE2D1	member	P51668	primary	UBE2D1
UBE2D2	member	P62837	primary	UBE2D2
UBE2D3	member	P61077	primary	UBE2D3
UBE2D4	member	Q9Y2X8	primary	UBE2D4
UBE2I	member	P63279	primary	UBE2I
UBE2K	member	P61086	primary	UBE2K
UBE2L3	member	P68036	primary	UBE2L3
UBE2M	member	P61081	primary	UBE2M
UBE2N	member	P61088	primary	UBE2N
UBE2NL	member	Q5JXB2	primary	UBE2NL
UBE2V1	member	Q13404	primary	UBE2V1
UBE2V2	member	Q15819	primary	UBE2V2
UBE3A	member	Q05086	primary	UBE3A
UBE3C	member	Q15386	primary	UBE3C
UBE4A	member	Q14139	primary	UBE4A
UBFD1	member	O14562	primary	UBFD1
UBL5	member	Q9BZL1	primary	UBL5
UBQLN1	member	Q9UMX0	primary	UBQLN1
UBR1	member	Q8IWV7	primary	UBR1
UBR3	member	Q6ZT12	primary	UBR3
UBR4	member	Q5T4S7	primary	UBR4
UBTF	member	P17480	primary	UBTF
UBXN1	member	Q04323	primary	UBXN1
UBXN4	member	Q92575	primary	UBXN4
UBXN6	member	Q9BZV1	primary	UBXN6
UBXN7	member	O94888	primary	UBXN7
UCHL1	member	P09936	primary	UCHL1
UCHL3	member	P15374	primary	UCHL3
UCHL5	member	Q9Y5K5	primary	UCHL5
UFD1L	member	Q92890	synonym	UFD1
UFL1	member	O94874	primary	UFL1
UFM1	member	P61960	primary	UFM1
UFSP2	member	Q9NUQ7	primary	UFSP2
UGDH	member	O60701	primary	UGDH
UGGT1	member	Q9NYU2	primary	UGGT1
UGP2	member	Q16851	primary	UGP2
ULK3	member	Q6PHR2	primary	ULK3
UMPS	member	P11172	primary	UMPS
UNC45A	member	Q9H3U1	primary	UNC45A
UNC45B	in_tier1	Q8IWX7	primary	UNC45B
UPF1	member	Q92900	primary	UPF1
UPF2	member	Q9HAU5	primary	UPF2
UQCC1	member	Q9NVA1	primary	UQCC1
UQCC2	member	Q9BRT2	primary	UQCC2
UQCC3	member	Q6UW78	primary	UQCC3
UQCR10	member	Q9UDW1	primary	UQCR10
UQCRB	member	P14927	primary	UQCRB
UQCRC1	member	P31930	primary	UQCRC1
UQCRC2	member	P22695	primary	UQCRC2
UQCRFS1	member	P47985	primary	UQCRFS1
UQCRFS1P1	member	P0C7P4	primary	UQCRFS1P1
UQCRH	member	P07919	primary	UQCRH
UQCRHL	member	A0A096LP55	primary	UQCRHL
UQCRQ	member	O14949	primary	UQCRQ
USMG5	member	Q96IX5	synonym	ATP5MK
USO1	member	O60763	primary	USO1
USP10	ambiguous	Q14694;Q8NFA0		
USP13	member	Q92995	primary	USP13
USP14	member	P54578	primary	USP14
USP15	member	Q9Y4E8	primary	USP15
USP24	member	Q9UPU5	primary	USP24
USP25	member	Q9UHP3	primary	USP25
USP39	member	Q53GS9	primary	USP39
USP47	member	Q96K76	primary	USP47
USP48	member	Q86UV5	primary	USP48
USP5	member	P45974	primary	USP5
USP7	member	Q93009	primary	USP7
USP9X	member	Q93008	primary	USP9X
UTP14A	member	Q9BVJ6	primary	UTP14A
UTP15	member	Q8TED0	primary	UTP15
UTRN	member	P46939	primary	UTRN
VAC14	member	Q08AM6	primary	VAC14
VAMP2	member	P63027	primary	VAMP2
VAMP3	member	Q15836	primary	VAMP3
VAMP5	member	O95183	primary	VAMP5
VAMP7	member	P51809	primary	VAMP7
VAPA	member	Q9P0L0	primary	VAPA
VAPB	member	O95292	primary	VAPB
VARS	member	P26640	synonym	VARS1
VASP	member	P50552	primary	VASP
VAT1	ambiguous	P54219;Q99536		
VAV3	member	Q9UKW4	primary	VAV3
VBP1	member	P61758	primary	VBP1
VCAM1	member	P19320	primary	VCAM1
VCAN	member	P13611	primary	VCAN
VCL	in_tier1	P18206	primary	VCL
VCP	member	P55072	primary	VCP
VDAC1	member	P21796	primary	VDAC1
VDAC2	member	P45880	primary	VDAC2
VDAC3	member	Q9Y277	primary	VDAC3
VHL	member	P40337	primary	VHL
VIM	member	P08670	primary	VIM
VKORC1L1	member	Q8N0U8	primary	VKORC1L1
VPRBP	member	Q9Y4B6	synonym	DCAF1
VPS11	member	Q9H270	primary	VPS11
VPS13A	member	Q96RL7	primary	VPS13A
VPS13C	member	Q709C8	primary	VPS13C
VPS13D	member	Q5THJ4	primary	VPS13D
VPS16	member	Q9H269	primary	VPS16
VPS25	member	Q9BRG1	primary	VPS25
VPS26A	member	O75436	primary	VPS26A
VPS28	member	Q9UK41	primary	VPS28
VPS29	member	Q9UBQ0	primary	VPS29
VPS33B	member	Q9H267	primary	VPS33B
VPS35	member	Q96QK1	primary	VPS35
VPS36	member	Q86VN1	primary	VPS36
VPS37A	member	Q8NEZ2	primary	VPS37A
VPS37C	member	A5D8V6	primary	VPS37C
VPS41	member	P49754	primary	VPS41
VPS45	member	Q9NRW7	primary	VPS45
VPS4A	member	Q9UN37	primary	VPS4A
VPS52	member	Q8N1B4	primary	VPS52
VTA1	member	Q9NP79	primary	VTA1
VTN	member	P04004	primary	VTN
VWA1	member	Q6PCB0	primary	VWA1
VWA8	member	A3KMH1	primary	VWA8
VWF	member	P04275	primary	VWF
WARS	member	P23381	synonym	WARS1
WARS2	member	Q9UGM6	primary	WARS2
WASL	member	O00401	primary	WASL
WBP2	member	Q969T9	primary	WBP2
WDFY1	member	Q8IWB7	primary	WDFY1
WDR1	member	O75083	primary	WDR1
WDR11	ambiguous	Q8WWQ0;Q9BZH6		
WDR12	member	Q9GZL7	primary	WDR12
WDR26	member	Q9H7D7	primary	WDR26
WDR37	member	Q9Y2I8	primary	WDR37
WDR41	member	Q9HAD4	primary	WDR41
WDR43	member	Q15061	primary	WDR43
WDR44	member	Q5JSH3	primary	WDR44
WDR61	member	Q9GZS3	synonym	SKIC8
WDR73	member	Q6P4I2	primary	WDR73
WDR77	member	Q9BQA1	primary	WDR77
WDR82	member	Q6UXN9	primary	WDR82
WFDC12	member	Q8WWY7	primary	WFDC12
WLS	member	Q5T9L3	primary	WLS
WNK1	member	Q9H4A3	primary	WNK1
WNK2	member	Q9Y3S1	primary	WNK2
XIRP1	member	Q702N8	primary	XIRP1
XIRP2	in_tier1	A4UGR9	primary	XIRP2
XP32	member	Q5T750	synonym	KPLCE
XPNPEP1	member	Q9NQW7	primary	XPNPEP1
XPO1	member	O14980	primary	XPO1
XPO4	member	Q9C0E2	primary	XPO4
XPO7	member	Q9UIA9	primary	XPO7
XRCC5	member	P13010	primary	XRCC5
XRCC6	member	P12956	primary	XRCC6
XRN2	member	Q9H0D6	primary	XRN2
YARS	member	P54577	synonym	YARS1
YARS2	member	Q9Y2Z4	primary	YARS2
YBX1	member	P67809	primary	YBX1
YBX3	member	P16989	primary	YBX3
YIF1A	member	O95070	primary	YIF1A
YIF1B	member	Q5BJH7	primary	YIF1B
YKT6	member	O15498	primary	YKT6
YLPM1	member	P49750	primary	YLPM1
YOD1	member	Q5VVQ6	primary	YOD1
YTHDF2	member	Q9Y5A9	primary	YTHDF2
YWHAB	member	P31946	primary	YWHAB
YWHAE	member	P62258	primary	YWHAE
YWHAG	member	P61981	primary	YWHAG
YWHAH	member	Q04917	primary	YWHAH
YWHAQ	member	P27348	primary	YWHAQ
YWHAZ	member	P63104	primary	YWHAZ
ZADH2	member	Q8N4Q0	synonym	PTGR3
ZAK	member	Q9NYL2	synonym	MAP3K20
ZC3H11A	member	O75152	primary	ZC3H11A
ZC3H15	member	Q8WU90	primary	ZC3H15
ZC3HAV1	member	Q7Z2W4	primary	ZC3HAV1
ZER1	member	Q7Z7L7	primary	ZER1
ZFR	member	Q96KR1	primary	ZFR
ZFYVE19	member	Q96K21	primary	ZFYVE19
ZG16B	member	Q96DA0	primary	ZG16B
ZMPSTE24	member	O75844	primary	ZMPSTE24
ZNF318	member	Q5VUA4	primary	ZNF318
ZNF90	member	Q03938	primary	ZNF90
ZNFX1	member	Q9P2E3	primary	ZNFX1
ZPR1	member	O75312	primary	ZPR1
ZRANB2	member	O95218	primary	ZRANB2
ZW10	member	O43264	primary	ZW10
ZYX	member	Q15942	primary	ZYX
ZZEF1	member	O43149	primary	ZZEF1
hCG_1789329	unmapped			
hCG_1984214	unmapped			
pk	unmapped			
